Stock Symbol,Price,Beta,Case in Last Week,True,False,True %,False %,True Sum %,False Sum %,True Cut off,False Cut off,True Cut off %,False Cut off %,Net Cut off %,True Sum Cut off %,False Sum Cut off %,Net Sum Cut off %
ADNT,16.96,,,,,,,,,,,,,,,,
ADT,7.675,,,,,,,,,,,,,,,,
ATGE,31.94,,2,12,11,0.5217391304347826,0.4782608695652174,0.21598206664283304,-0.3290280479745449,10,13,0.43478260869565216,0.5652173913043478,-0.13043478260869562,0.19198206664283304,-0.3510280479745449,-0.15904598133171186
AAP,134.865,,3,24,30,0.4444444444444444,0.5555555555555556,0.6452030327999907,-0.7993622217169909,22,32,0.4074074074074074,0.5925925925925926,-0.18518518518518517,0.5972030327999907,-0.859362221716991,-0.2621591889170003
ADSW,30.16,,,,,,,,,,,,,,,,
MRTN,26.6,,1,35,40,0.4666666666666667,0.5333333333333333,1.147438964808017,-1.3442093444741574,34,41,0.4533333333333333,0.5466666666666666,-0.09333333333333332,1.077438964808017,-1.4242093444741575,-0.34677037966614055
ASIX,10.815,,,,,,,,,,,,,,,,
AVK,13.6745,,1,37,32,0.5362318840579711,0.463768115942029,0.6495610380346152,-0.6907100156821385,36,33,0.5217391304347826,0.4782608695652174,0.04347826086956519,0.5755610380346152,-0.7547100156821385,-0.17914897764752324
ACM,35.92,,3,27,20,0.574468085106383,0.425531914893617,0.7339507942736762,-0.7565770631093355,26,21,0.5531914893617021,0.44680851063829785,0.1063829787234043,0.6799507942736761,-0.7965770631093355,-0.11662626883565941
AEFC,0,,,,,,,,,,,,,,,,
AEB,0,,,,,,,,,,,,,,,,
AEG,3.1284,,1,42,40,0.5121951219512195,0.4878048780487805,1.3402876933927579,-1.2481063445284002,42,40,0.5121951219512195,0.4878048780487805,0.024390243902439046,1.2562876933927578,-1.3281063445284003,-0.07181865113564245
AER,28.79,,3,19,20,0.48717948717948717,0.5128205128205128,0.4720444605257549,-1.0926502324695797,17,22,0.4358974358974359,0.5641025641025641,-0.1282051282051282,0.4340444605257549,-1.1326502324695797,-0.6986057719438248
ITW,175.75,,2,25,11,0.6944444444444444,0.3055555555555556,0.6020523195944093,-0.261705149214121,25,11,0.6944444444444444,0.3055555555555556,0.38888888888888884,0.5520523195944093,-0.28370514921412104,0.2683471703802882
AMG,72.315,,3,24,29,0.4528301886792453,0.5471698113207547,0.47566355894464657,-1.0189533928619119,23,30,0.4339622641509434,0.5660377358490566,-0.13207547169811318,0.4276635589446466,-1.076953392861912,-0.6492898339172654
MGR,0,,,,,,,,,,,,,,,,
AFL,34.7346,,3,19,21,0.475,0.525,0.2724877915626074,-0.4429796746986462,19,21,0.475,0.525,-0.050000000000000044,0.23448779156260738,-0.48497967469864617,-0.25049188313603876
MITT,3.1696,,3,22,33,0.4,0.6,0.9231825296887312,-1.3698259206183965,19,36,0.34545454545454546,0.6545454545454545,-0.3090909090909091,0.8791825296887311,-1.4358259206183965,-0.5566433909296654
AGCO,55.23,,3,25,20,0.5555555555555556,0.4444444444444444,0.6585020357445271,-0.5429980189518011,25,20,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.6085020357445271,-0.5829980189518011,0.02550401679272596
A,89.94,,2,15,17,0.46875,0.53125,0.3418824832069672,-0.34827344428182627,15,17,0.46875,0.53125,-0.0625,0.3118824832069672,-0.3822734442818263,-0.07039096107485909
AEM,66.1,,1,31,29,0.5166666666666667,0.48333333333333334,1.1959944591465546,-1.3174334287951575,31,29,0.5166666666666667,0.48333333333333334,0.03333333333333338,1.1339944591465545,-1.3754334287951575,-0.241438969648603
TCP,30.715,,3,38,16,0.7037037037037037,0.2962962962962963,1.4852459784949084,-0.5055981745422118,37,17,0.6851851851851852,0.3148148148148148,0.3703703703703704,1.4092459784949083,-0.5375981745422118,0.8716478039526965
AL,27.4,,3,17,16,0.5151515151515151,0.48484848484848486,0.6486639580020342,-0.8794910065344077,17,16,0.5151515151515151,0.48484848484848486,0.030303030303030276,0.6146639580020342,-0.9114910065344077,-0.2968270485323735
CABO,1783.95,,3,28,19,0.5957446808510638,0.40425531914893614,0.5799885040546382,-0.28677619884971506,27,20,0.574468085106383,0.425531914893617,0.148936170212766,0.5239885040546381,-0.32477619884971504,0.1992123052049231
CVX,84.99,,3,34,22,0.6071428571428571,0.39285714285714285,0.6303437514762009,-0.4460351340509635,29,27,0.5178571428571429,0.48214285714285715,0.035714285714285754,0.5623437514762009,-0.4900351340509635,0.07230861742523736
AGI,10.465,,1,33,32,0.5076923076923077,0.49230769230769234,1.913352485223736,-1.854825484152523,33,32,0.5076923076923077,0.49230769230769234,0.01538461538461533,1.847352485223736,-1.918825484152523,-0.071472998928787
NVR,3330.0,,1,38,35,0.5205479452054794,0.4794520547945205,0.8159348485114294,-1.2965553580894449,37,36,0.5068493150684932,0.4931506849315068,0.013698630136986356,0.7399348485114294,-1.366555358089445,-0.6266205095780155
PGR,80.045,,1,43,32,0.5733333333333334,0.4266666666666667,0.7095398737799001,-0.8195352063418568,42,33,0.56,0.44,0.12000000000000005,0.6235398737799002,-0.8835352063418569,-0.2599953325619567
EVT,19.3,,3,15,13,0.5357142857142857,0.4642857142857143,0.17100493875884779,-0.2368208108134249,15,13,0.5357142857142857,0.4642857142857143,0.0714285714285714,0.1410049387588478,-0.2628208108134249,-0.12181587205457711
ACI,14.36,,,,,,,,,,,,,,,,
AA,11.635,,1,44,41,0.5176470588235295,0.4823529411764706,2.2646373798179518,-2.006111256038091,40,45,0.47058823529411764,0.5294117647058824,-0.05882352941176472,2.1766373798179517,-2.088111256038091,0.08852612377986091
ALC,56.91,,,,,,,,,,,,,,,,
ALEX,12.31,,2,15,15,0.5,0.5,0.3231584464227888,-0.8277630973965624,14,16,0.4666666666666667,0.5333333333333333,-0.06666666666666665,0.29315844642278877,-0.8577630973965624,-0.5646046509737737
ALX,242.79,,3,19,47,0.2878787878787879,0.7121212121212122,0.4243590460043781,-1.0594390690639237,17,49,0.25757575757575757,0.7424242424242424,-0.48484848484848486,0.38635904600437815,-1.1534390690639238,-0.7670800230595456
OHI,30.405,,1,29,38,0.43283582089552236,0.5671641791044776,0.5745165009827508,-1.2299569559826495,27,40,0.40298507462686567,0.5970149253731343,-0.1940298507462686,0.5165165009827507,-1.3059569559826496,-0.7894404549998989
AQN,13.02,,2,27,15,0.6428571428571429,0.35714285714285715,0.4386780476479611,-0.3101630234890347,25,17,0.5952380952380952,0.40476190476190477,0.19047619047619047,0.3846780476479611,-0.3401630234890347,0.044515024158926386
AQNA,0,,,,,,,,,,,,,,,,
AQNB,0,,,,,,,,,,,,,,,,
BABA,265.215,,1,42,49,0.46153846153846156,0.5384615384615384,1.3329678216464198,-1.3742676896725112,40,51,0.43956043956043955,0.5604395604395604,-0.1208791208791209,1.2489678216464197,-1.4722676896725113,-0.22329986802609159
Y,488.16,,3,25,22,0.5319148936170213,0.46808510638297873,0.47157894732012773,-0.3138731361606298,23,24,0.48936170212765956,0.5106382978723404,-0.021276595744680826,0.42157894732012774,-0.35787313616062977,0.06370581115949797
ATI,9.86,,3,27,24,0.5294117647058824,0.47058823529411764,1.358711184011795,-1.5719387663032343,27,24,0.5294117647058824,0.47058823529411764,0.05882352941176472,1.3047111840117949,-1.6199387663032343,-0.31522758229143943
CHE,473.025,,2,23,13,0.6388888888888888,0.3611111111111111,0.5115493077500856,-0.34014547189145267,21,15,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.4655493077500856,-0.3661454718914527,0.09940383585863288
SAFT,76.55,,1,31,36,0.4626865671641791,0.5373134328358209,0.5536591835260837,-0.6741330196833956,27,40,0.40298507462686567,0.5970149253731343,-0.1940298507462686,0.4916591835260837,-0.7461330196833955,-0.25447383615731184
AUB,20.845,,3,14,58,0.19444444444444445,0.8055555555555556,5.021236570870506,-44.260682640277,14,58,0.19444444444444445,0.8055555555555556,-0.6111111111111112,4.993236570870506,-44.376682640277,-39.38344606940649
AFB,13.63,,2,32,30,0.5161290322580645,0.4838709677419355,0.20242155093556435,-0.24777315243152617,25,37,0.4032258064516129,0.5967741935483871,-0.19354838709677424,0.13842155093556435,-0.30777315243152614,-0.1693516014959618
AWF,10.2273,,3,26,16,0.6190476190476191,0.38095238095238093,0.23885434439315617,-0.2007213986601072,21,21,0.5,0.5,0.0,0.18685434439315618,-0.2327213986601072,-0.04586705426695101
CCEP,39.3,,1,31,31,0.5,0.5,112091.83975755914,-0.7784104618911873,30,32,0.4838709677419355,0.5161290322580645,-0.032258064516129004,112091.77775755913,-0.8404104618911874,112090.93734709724
AIO,20.59,,,,,,,,,,,,,,,,
CBH,8.81,,,,,,,,,,,,,,,,
NCV,4.5,,3,23,14,0.6216216216216216,0.3783783783783784,0.2999037153481148,-0.26322980149690584,19,18,0.5135135135135135,0.4864864864864865,0.027027027027026973,0.2539037153481148,-0.29122980149690586,-0.03732608614879107
NCZ,3.992,,3,25,16,0.6097560975609756,0.3902439024390244,0.3319541292308059,-0.2778817233441422,23,18,0.5609756097560976,0.43902439024390244,0.12195121951219517,0.2819541292308059,-0.3098817233441422,-0.027927594113336285
HXL,42.3519,,3,16,23,0.41025641025641024,0.5897435897435898,0.23015499632802308,-0.582276616081335,14,25,0.358974358974359,0.6410256410256411,-0.2820512820512821,0.19815499632802308,-0.628276616081335,-0.4301216197533119
NFJ,11.715,,1,29,31,0.48333333333333334,0.5166666666666667,0.37625963537111556,-0.6930534255556965,25,35,0.4166666666666667,0.5833333333333334,-0.16666666666666669,0.31825963537111557,-0.7550534255556964,-0.43679379018458087
MMAC,24.98,,1,32,22,0.5925925925925926,0.4074074074074074,0.7801903261159396,-0.5728875248747364,32,22,0.5925925925925926,0.4074074074074074,0.18518518518518517,0.7161903261159397,-0.6168875248747364,0.09930280124120328
ALSN,35.17,,3,22,21,0.5116279069767442,0.4883720930232558,0.5307959057627365,-0.6578479127509986,21,22,0.4883720930232558,0.5116279069767442,-0.023255813953488413,0.4867959057627365,-0.6998479127509987,-0.21305200698826215
ALL,86.65,,3,20,15,0.5714285714285714,0.42857142857142855,0.25956701221673695,-0.2701797587913316,19,16,0.5428571428571428,0.45714285714285713,0.08571428571428569,0.21956701221673694,-0.30017975879133163,-0.08061274657459469
ALLY,20.0,,1,44,38,0.5365853658536586,0.4634146341463415,1.5806821365768946,-1.283527874032709,44,38,0.5365853658536586,0.4634146341463415,0.07317073170731708,1.4926821365768945,-1.359527874032709,0.1331542625441855
PINE,13.7,,,,,,,,,,,,,,,,
ALTG,6.6756,,,,,,,,,,,,,,,,
AYX,179.97,,,,,,,,,,,,,,,,
ATUS,23.63,,,,,,,,,,,,,,,,
MO,39.85,,1,36,26,0.5806451612903226,0.41935483870967744,0.7575006903168718,-0.5913708753461293,35,27,0.5645161290322581,0.43548387096774194,0.12903225806451618,0.6855006903168719,-0.6433708753461294,0.04212981497074253
ACH,6.6641,,1,38,37,0.5066666666666667,0.49333333333333335,1.5256308879245455,-1.2935229850175316,38,37,0.5066666666666667,0.49333333333333335,0.013333333333333364,1.4496308879245454,-1.3675229850175317,0.08210790290701375
ALUS,9.91,,,,,,,,,,,,,,,,
AMBC,13.49,,3,32,29,0.5245901639344263,0.47540983606557374,1.3822445249019344,-1.2941038433364938,31,30,0.5081967213114754,0.4918032786885246,0.016393442622950838,1.3182445249019343,-1.3521038433364938,-0.03385931843455947
ABEV,2.785,,1,31,36,0.4626865671641791,0.5373134328358209,1.1168035377500327,-0.758211398706734,29,38,0.43283582089552236,0.5671641791044776,-0.13432835820895522,1.0548035377500327,-0.8302113987067341,0.22459213904329856
AMC,4.69,,2,15,5,0.75,0.25,0.9505916965776323,-0.18755366642739227,15,5,0.75,0.25,0.5,0.9205916965776323,-0.19755366642739228,0.72303803015024
AMCR,10.53,,3,24,72,0.25,0.75,0.7044023273677945,-0.6032495700150424,24,72,0.25,0.75,-0.5,0.6564023273677945,-0.7472495700150424,-0.09084724264724797
YUM,87.42,,2,26,13,0.6666666666666666,0.3333333333333333,0.5426873482333908,-0.20008982786699586,25,14,0.6410256410256411,0.358974358974359,0.2820512820512821,0.49068734823339083,-0.22608982786699586,0.26459752036639494
AMRC,28.67,,2,12,10,0.5454545454545454,0.45454545454545453,0.3596904992353864,-0.35336047646435254,12,10,0.5454545454545454,0.45454545454545453,0.09090909090909088,0.33569049923538635,-0.37336047646435255,-0.0376699772289662
AMOV,12.2768,,3,32,37,0.463768115942029,0.5362318840579711,0.9633794294142521,-1.0932141717024997,32,37,0.463768115942029,0.5362318840579711,-0.07246376811594207,0.8993794294142521,-1.1672141717024997,-0.26783474228824766
AMX,12.41,,3,28,37,0.4307692307692308,0.5692307692307692,0.7324110527153861,-1.017491732236278,28,37,0.4307692307692308,0.5692307692307692,-0.1384615384615384,0.676411052715386,-1.091491732236278,-0.415080679520892
AAT,26.7,,3,26,33,0.4406779661016949,0.559322033898305,0.4600940919146149,-0.9107136631628794,25,34,0.423728813559322,0.576271186440678,-0.15254237288135597,0.40809409191461493,-0.9767136631628794,-0.5686195712482645
AXL,6.86,,3,26,25,0.5098039215686274,0.49019607843137253,1.5491416230628234,-1.0273824110741079,25,26,0.49019607843137253,0.5098039215686274,-0.019607843137254888,1.4971416230628234,-1.077382411074108,0.41975921198871546
CET,29.21,,2,41,16,0.7192982456140351,0.2807017543859649,0.5087743980885687,-0.255243072002813,37,20,0.6491228070175439,0.3508771929824561,0.29824561403508776,0.4267743980885687,-0.28724307200281296,0.13953132608575575
AEO,10.56,,3,29,25,0.5370370370370371,0.46296296296296297,1.1111408799803952,-1.19759709931105,28,26,0.5185185185185185,0.48148148148148145,0.037037037037037035,1.0531408799803952,-1.2475970993110501,-0.19445621933065493
SANM,24.865,,3,21,22,0.4883720930232558,0.5116279069767442,1.0288693018515385,-0.7144439593331837,21,22,0.4883720930232558,0.5116279069767442,-0.023255813953488413,0.9868693018515384,-0.7584439593331838,0.22842534251835467
STFC,17.31,,2,12,17,0.41379310344827586,0.5862068965517241,0.19570546702991126,-0.3072423791311392,12,17,0.41379310344827586,0.5862068965517241,-0.17241379310344823,0.17170546702991127,-0.3412423791311392,-0.16953691210122793
ROP,394.1501,,2,26,12,0.6842105263157895,0.3157894736842105,0.5072541179277261,-0.2326212257612331,24,14,0.631578947368421,0.3684210526315789,0.2631578947368421,0.45525411792772613,-0.2566212257612331,0.19863289216649305
AFG,58.57,,3,20,18,0.5263157894736842,0.47368421052631576,0.27763257975810823,-0.3958894916972608,18,20,0.47368421052631576,0.5263157894736842,-0.05263157894736842,0.23763257975810823,-0.43188949169726076,-0.19425691193915254
AFGB,0,,,,,,,,,,,,,,,,
AFGC,25.5,,,,,,,,,,,,,,,,
AFGD,26.3,,,,,,,,,,,,,,,,
AFGH,0,,,,,,,,,,,,,,,,
AMH,26.445,,3,27,25,0.5192307692307693,0.4807692307692308,0.5294859809125453,-0.45085200945027465,25,27,0.4807692307692308,0.5192307692307693,-0.03846153846153849,0.4754859809125453,-0.5008520094502746,-0.025366028537729346
AIG,29.74,,2,17,16,0.5151515151515151,0.48484848484848486,0.30027078661805556,-0.28258190768453384,16,17,0.48484848484848486,0.5151515151515151,-0.030303030303030276,0.2662707866180556,-0.31458190768453387,-0.04831112106647828
ARL,9.84,,,,,,,,,,,,,,,,
ARA,6.42,,,,,,,,,,,,,,,,
UNF,173.33,,3,24,21,0.5333333333333333,0.4666666666666667,0.534514913192862,-0.4746667477783389,24,21,0.5333333333333333,0.4666666666666667,0.06666666666666665,0.48651491319286205,-0.5166667477783389,-0.030151834585476822
MGRC,51.545,,3,27,24,0.5294117647058824,0.47058823529411764,0.8326181764842248,-0.7744730612001217,25,26,0.49019607843137253,0.5098039215686274,-0.019607843137254888,0.7786181764842247,-0.8224730612001218,-0.04385488471589705
AVD,13.5,,3,29,31,0.48333333333333334,0.5166666666666667,1.2364398349114774,-1.253955150834249,29,31,0.48333333333333334,0.5166666666666667,-0.03333333333333338,1.1784398349114773,-1.315955150834249,-0.13751531592277177
NCBS,51.1,,3,34,28,0.5483870967741935,0.45161290322580644,0.670443651811416,-0.6112293888897521,30,32,0.4838709677419355,0.5161290322580645,-0.032258064516129004,0.602443651811416,-0.6672293888897521,-0.06478573707833613
COLD,36.13,,,,,,,,,,,,,,,,
AMP,149.49,,1,51,45,0.53125,0.46875,1.2913775754446788,-1.375517933601796,48,48,0.5,0.5,0.0,1.1893775754446787,-1.465517933601796,-0.27614035815711735
ABC,97.81,,3,22,29,0.43137254901960786,0.5686274509803921,0.5706921710634659,-0.6612431371256294,21,30,0.4117647058823529,0.5882352941176471,-0.17647058823529416,0.5266921710634659,-0.7192431371256295,-0.1925509660621636
RYCE,6.19,,3,27,57,0.32142857142857145,0.6785714285714286,1.958152107442934,-4.305751902000126,26,58,0.30952380952380953,0.6904761904761905,-0.38095238095238093,1.904152107442934,-4.419751902000126,-2.515599794557192
COST,326.09,,1,46,31,0.5974025974025974,0.4025974025974026,0.7604312490235994,-0.6421318602036516,43,34,0.5584415584415584,0.44155844155844154,0.11688311688311687,0.6684312490235994,-0.7041318602036517,-0.0357006111800523
AMRX,4.7202,,,,,,,,,,,,,,,,
AP,3.14,,3,42,35,0.5454545454545454,0.45454545454545453,2.233930267294886,-1.822463742609259,42,35,0.5454545454545454,0.45454545454545453,0.09090909090909088,2.149930267294886,-1.892463742609259,0.25746652468562714
APH,95.105,,3,15,14,0.5172413793103449,0.4827586206896552,0.2820583744381165,-0.2592653030867383,13,16,0.4482758620689655,0.5517241379310345,-0.10344827586206895,0.2520583744381165,-0.2872653030867383,-0.035206928648621794
AXR,4.7099,,2,17,18,0.4857142857142857,0.5142857142857142,0.5007593736079476,-0.5158495705314962,17,18,0.4857142857142857,0.5142857142857142,-0.028571428571428525,0.4667593736079476,-0.5518495705314962,-0.08509019692354858
HKIB,6.63,,,,,,,,,,,,,,,,
AME,87.62,,3,25,11,0.6944444444444444,0.3055555555555556,0.5112586029804258,-0.22770341975969532,24,12,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4612586029804258,-0.24970341975969532,0.2115551832207305
PLAN,49.485,,,,,,,,,,,,,,,,
DYFN,19.79,,,,,,,,,,,,,,,,
FINS,16.6533,,,,,,,,,,,,,,,,
AU,31.85,,1,37,29,0.5606060606060606,0.4393939393939394,2.103239078297242,-1.3430057588222581,37,29,0.5606060606060606,0.4393939393939394,0.12121212121212116,2.029239078297242,-1.4010057588222582,0.6282333194749838
LAND,16.08,,2,28,15,0.6511627906976745,0.3488372093023256,0.6429952881937272,-0.31602270266737226,27,16,0.627906976744186,0.37209302325581395,0.2558139534883721,0.5869952881937271,-0.34602270266737223,0.24097258552635492
NLY,6.63,,1,29,35,0.453125,0.546875,0.34491105466282646,-1.0776762634297055,25,39,0.390625,0.609375,-0.21875,0.28691105466282646,-1.1476762634297055,-0.8607652087668791
AM,5.34,,,,,,,,,,,,,,,,
AR,2.845,,3,36,42,0.46153846153846156,0.5384615384615384,2.4811416984670815,-2.113496192355513,35,43,0.44871794871794873,0.5512820512820513,-0.10256410256410259,2.4091416984670815,-2.197496192355513,0.21164550611156852
QADB,28.5,,3,38,21,0.6440677966101694,0.3559322033898305,1.5667631701312268,-0.8022896655207459,37,22,0.6271186440677966,0.3728813559322034,0.2542372881355932,1.4907631701312267,-0.8442896655207459,0.6464735046104808
ANH,1.645,,1,27,33,0.45,0.55,0.5054855558559584,-0.8518347507134728,26,34,0.43333333333333335,0.5666666666666667,-0.1333333333333333,0.45148555585595845,-0.9178347507134728,-0.4663491948575143
DAR,24.24,,2,22,10,0.6875,0.3125,0.6127942788245804,-0.25076828855562855,20,12,0.625,0.375,0.25,0.5687942788245803,-0.27076828855562857,0.29802599026895177
INTC,60.01,,2,20,11,0.6451612903225806,0.3548387096774194,0.6422529677081563,-0.28679595424233073,20,11,0.6451612903225806,0.3548387096774194,0.29032258064516125,0.6022529677081563,-0.30879595424233075,0.29345701346582553
APG,11.4594,,,,,,,,,,,,,,,,
ARI,9.19,,2,18,19,0.4864864864864865,0.5135135135135135,0.24969140096575532,-0.2391598056070283,18,19,0.4864864864864865,0.5135135135135135,-0.027027027027026973,0.2136914009657553,-0.2771598056070283,-0.06346840464127299
NSP,63.685,,3,17,15,0.53125,0.46875,0.3979237727739654,-0.5934802129951993,15,17,0.46875,0.53125,-0.0625,0.36392377277396537,-0.6234802129951993,-0.2595564402212339
AFT,12.28,,3,25,24,0.5102040816326531,0.4897959183673469,0.21409158941542297,-0.2448846752277573,23,26,0.46938775510204084,0.5306122448979592,-0.06122448979591838,0.16409158941542296,-0.2928846752277573,-0.12879308581233434
AIF,12.26,,3,28,27,0.509090909090909,0.4909090909090909,0.33384179842486383,-0.32181581195963344,24,31,0.43636363636363634,0.5636363636363636,-0.12727272727272726,0.27784179842486384,-0.37581581195963343,-0.09797401353476959
APLE,8.9,,3,27,29,0.48214285714285715,0.5178571428571429,0.39143641090093756,-0.7726203440366655,23,33,0.4107142857142857,0.5892857142857143,-0.1785714285714286,0.33743641090093757,-0.8306203440366655,-0.49318393313572795
FIVN,120.01,,1,54,31,0.6352941176470588,0.36470588235294116,2.830812216813257,-1.4839936595286845,53,32,0.6235294117647059,0.3764705882352941,0.24705882352941178,2.722812216813257,-1.5459936595286845,1.1768185572845724
WM,103.9,,3,21,23,0.4772727272727273,0.5227272727272727,0.3373495241471528,-0.31242982982327705,21,23,0.4772727272727273,0.5227272727272727,-0.045454545454545414,0.2953495241471528,-0.35842982982327704,-0.06308030567612422
APTV,77.23,,3,19,24,0.4418604651162791,0.5581395348837209,0.4321142896081134,-0.7874402257223116,17,26,0.3953488372093023,0.6046511627906976,-0.20930232558139533,0.3941142896081134,-0.8354402257223117,-0.4413259361141983
CDNS,101.4,,1,62,30,0.6739130434782609,0.32608695652173914,1.4625213581615528,-0.8175449126130555,57,35,0.6195652173913043,0.3804347826086957,0.23913043478260865,1.338521358161553,-0.8775449126130555,0.4609764455484975
ABR,8.02,,3,29,28,0.5087719298245614,0.49122807017543857,0.6266158379824529,-0.5614268736785137,29,28,0.5087719298245614,0.49122807017543857,0.01754385964912286,0.5686158379824529,-0.6174268736785138,-0.048811035696060934
